dataset,scaler,stratify,classifier,seed,uar_correct,uar_leakage
svd,MinMaxScaler,True,svm,100,0.8394516025595633,0.8423230913034621
svd,MinMaxScaler,True,knn,100,0.7888871216024977,0.793462219350987
svd,MinMaxScaler,True,gaussianNB,100,0.6608748521562043,0.6608748521562043
svd,MinMaxScaler,True,lda,100,0.8267803152863131,0.8267803152863131
svd,MinMaxScaler,True,qda,100,0.7705276094316444,0.7676913980240043
svd,MinMaxScaler,True,dt,100,0.7981906897174074,0.7981906897174074
svd,MinMaxScaler,True,rf,100,0.81390776980199,0.81390776980199
svd,MinMaxScaler,True,adaboost,100,0.8125797376015477,0.8125797376015477
svd,MinMaxScaler,True,mlp,100,0.8210768221237142,0.819555337428838
voiced,MinMaxScaler,True,svm,100,0.6006011730205278,0.5781769305962854
voiced,MinMaxScaler,True,knn,100,0.5240469208211144,0.5520478983382209
voiced,MinMaxScaler,True,gaussianNB,100,0.5513685239491691,0.5513685239491691
voiced,MinMaxScaler,True,lda,100,0.48782502443792775,0.48782502443792775
voiced,MinMaxScaler,True,qda,100,0.5237878787878788,0.5009042033235582
voiced,MinMaxScaler,True,dt,100,0.6123118279569892,0.6123118279569892
voiced,MinMaxScaler,True,rf,100,0.5158406647116325,0.5158406647116325
voiced,MinMaxScaler,True,adaboost,100,0.5551270772238515,0.5551270772238515
voiced,MinMaxScaler,True,mlp,100,0.5821603128054741,0.6145405669599219
svd,MinMaxScaler,False,svm,100,0.8441687387533244,0.8413055545929234
svd,MinMaxScaler,False,knn,100,0.777523357155869,0.7880679442148358
svd,MinMaxScaler,False,gaussianNB,100,0.6635062963016777,0.6631731144146567
svd,MinMaxScaler,False,lda,100,0.8190285516713105,0.8190285516713105
svd,MinMaxScaler,False,qda,100,0.7657984403210205,0.7624389966795901
svd,MinMaxScaler,False,dt,100,0.7757079789293532,0.7757079789293532
svd,MinMaxScaler,False,rf,100,0.8194846174855528,0.8194846174855528
svd,MinMaxScaler,False,adaboost,100,0.8209318390338588,0.8209318390338588
svd,MinMaxScaler,False,mlp,100,0.8093727095042377,0.8154717743755789
voiced,MinMaxScaler,False,svm,100,0.5834404648956356,0.6032894528779253
voiced,MinMaxScaler,False,knn,100,0.5669702719797597,0.5350268817204301
