dataset,scaler,stratify,classifier,seed,acc_correct,uar_correct,acc_leakage,uar_leakage
svd,MaxAbsScaler,True,svm,0,0.8353658536585366,0.825139146567718,0.8536585365853658,0.8466295609152752
svd,MaxAbsScaler,True,knn,0,0.7439024390243902,0.7213976499690786,0.7317073170731707,0.7074829931972789
svd,MaxAbsScaler,True,gaussianNB,0,0.6371951219512195,0.6791125541125541,0.6371951219512195,0.6791125541125541
svd,MaxAbsScaler,True,lda,0,0.8170731707317073,0.8110698824984539,0.8170731707317073,0.8110698824984539
svd,MaxAbsScaler,True,qda,0,0.7286585365853658,0.748222016079159,0.7469512195121951,0.7573438466295609
svd,MaxAbsScaler,True,dt,0,0.7987804878048781,0.7858688930117501,0.7987804878048781,0.7858688930117501
svd,MaxAbsScaler,True,rf,0,0.7987804878048781,0.7747371675943104,0.7987804878048781,0.7747371675943104
svd,MaxAbsScaler,True,adaboost,0,0.7926829268292683,0.7646876932591218,0.7926829268292683,0.7646876932591218
svd,MaxAbsScaler,True,mlp,0,0.8170731707317073,0.8024118738404453,0.7896341463414634,0.7757421150278294
voiced,MaxAbsScaler,True,svm,0,0.7380952380952381,0.6666666666666667,0.7619047619047619,0.6833333333333333
voiced,MaxAbsScaler,True,knn,0,0.6666666666666666,0.4916666666666667,0.5952380952380952,0.4166666666666667
voiced,MaxAbsScaler,True,gaussianNB,0,0.40476190476190477,0.5583333333333333,0.40476190476190477,0.5583333333333333
voiced,MaxAbsScaler,True,lda,0,0.6428571428571429,0.6,0.6428571428571429,0.6
voiced,MaxAbsScaler,True,qda,0,0.7142857142857143,0.5,0.5952380952380952,0.4166666666666667
voiced,MaxAbsScaler,True,dt,0,0.6428571428571429,0.5,0.6428571428571429,0.5
voiced,MaxAbsScaler,True,rf,0,0.6904761904761905,0.5083333333333333,0.6904761904761905,0.5083333333333333
voiced,MaxAbsScaler,True,adaboost,0,0.6904761904761905,0.5583333333333333,0.6904761904761905,0.5583333333333333
voiced,MaxAbsScaler,True,mlp,0,0.6428571428571429,0.6,0.7619047619047619,0.7083333333333334
svd,MaxAbsScaler,False,svm,0,0.8140243902439024,0.8142579642579643,0.8109756097560976,0.8104118104118104
svd,MaxAbsScaler,False,knn,0,0.6890243902439024,0.6737373737373737,0.6890243902439024,0.675058275058275
svd,MaxAbsScaler,False,gaussianNB,0,0.6067073170731707,0.6412198912198912,0.6067073170731707,0.6412198912198912
svd,MaxAbsScaler,False,lda,0,0.7987804878048781,0.798989898989899,0.7987804878048781,0.798989898989899
svd,MaxAbsScaler,False,qda,0,0.6951219512195121,0.7184149184149184,0.7012195121951219,0.7181818181818183
svd,MaxAbsScaler,False,dt,0,0.7865853658536586,0.7783216783216784,0.7865853658536586,0.7783216783216784
svd,MaxAbsScaler,False,rf,0,0.8292682926829268,0.8202797202797203,0.8292682926829268,0.8202797202797203
svd,MaxAbsScaler,False,adaboost,0,0.8170731707317073,0.8035742035742036,0.8170731707317073,0.8035742035742036
svd,MaxAbsScaler,False,mlp,0,0.7530487804878049,0.7439393939393939,0.7408536585365854,0.7272338772338772
voiced,MaxAbsScaler,False,svm,0,0.7380952380952381,0.5875,0.7380952380952381,0.5875
voiced,MaxAbsScaler,False,knn,0,0.7380952380952381,0.690625,0.7619047619047619,0.70625
voiced,MaxAbsScaler,False,gaussianNB,0,0.42857142857142855,0.55625,0.42857142857142855,0.55625
voiced,MaxAbsScaler,False,lda,0,0.47619047619047616,0.51875,0.47619047619047616,0.51875
voiced,MaxAbsScaler,False,qda,0,0.7619047619047619,0.5,0.7619047619047619,0.5
voiced,MaxAbsScaler,False,dt,0,0.5952380952380952,0.425,0.5952380952380952,0.425
voiced,MaxAbsScaler,False,rf,0,0.7619047619047619,0.534375,0.7619047619047619,0.534375
voiced,MaxAbsScaler,False,adaboost,0,0.6190476190476191,0.509375,0.6190476190476191,0.509375
voiced,MaxAbsScaler,False,mlp,0,0.6190476190476191,0.54375,0.7142857142857143,0.60625
svd,MaxAbsScaler,True,svm,1,0.850609756097561,0.8416048237476809,0.8353658536585366,0.8263760049474336
svd,MaxAbsScaler,True,knn,1,0.7469512195121951,0.7140538033395176,0.7286585365853658,0.7024582560296846
svd,MaxAbsScaler,True,gaussianNB,1,0.6158536585365854,0.6538342609771182,0.6158536585365854,0.6538342609771182
svd,MaxAbsScaler,True,lda,1,0.8170731707317073,0.8061224489795918,0.8170731707317073,0.8061224489795918
svd,MaxAbsScaler,True,qda,1,0.725609756097561,0.734539270253556,0.7134146341463414,0.7181508967223253
svd,MaxAbsScaler,True,dt,1,0.8353658536585366,0.8214285714285714,0.8353658536585366,0.8214285714285714
svd,MaxAbsScaler,True,rf,1,0.8689024390243902,0.8494897959183674,0.8689024390243902,0.8494897959183674
svd,MaxAbsScaler,True,adaboost,1,0.8475609756097561,0.8291589363017935,0.8475609756097561,0.8291589363017935
svd,MaxAbsScaler,True,mlp,1,0.7774390243902439,0.7643011750154607,0.7804878048780488,0.7705627705627706
voiced,MaxAbsScaler,True,svm,1,0.6666666666666666,0.5416666666666667,0.6428571428571429,0.5
voiced,MaxAbsScaler,True,knn,1,0.6666666666666666,0.5916666666666667,0.6190476190476191,0.5333333333333333
voiced,MaxAbsScaler,True,gaussianNB,1,0.38095238095238093,0.44166666666666665,0.38095238095238093,0.44166666666666665
voiced,MaxAbsScaler,True,lda,1,0.5238095238095238,0.5166666666666666,0.5238095238095238,0.5166666666666666
