dataset,scaler,stratify,classifier,seed,acc_correct,uar_correct,acc_leakage,uar_leakage
svd,QuantileTransformer,False,gaussianNB,1,0.6524390243902439,0.6794857207873478,0.6524390243902439,0.6794857207873478
svd,QuantileTransformer,False,lda,1,0.801829268292683,0.7965449235787159,0.7926829268292683,0.7859066257063754
svd,QuantileTransformer,False,qda,1,0.7439024390243902,0.7457427845412827,0.7408536585365854,0.7421966852505025
svd,QuantileTransformer,False,dt,1,0.8536585365853658,0.8515947965259605,0.8536585365853658,0.8515947965259605
svd,QuantileTransformer,False,rf,1,0.8628048780487805,0.8561269769029468,0.8628048780487805,0.8561269769029468
svd,QuantileTransformer,False,adaboost,1,0.8414634146341463,0.8278150718701407,0.8414634146341463,0.8278150718701407
svd,QuantileTransformer,False,mlp,1,0.8109756097560976,0.8106724314484014,0.8048780487804879,0.8027079303675049
voiced,QuantileTransformer,False,svm,1,0.5714285714285714,0.5037037037037037,0.6428571428571429,0.5740740740740741
voiced,QuantileTransformer,False,knn,1,0.5952380952380952,0.5074074074074074,0.6190476190476191,0.5703703703703704
voiced,QuantileTransformer,False,gaussianNB,1,0.5238095238095238,0.5259259259259259,0.5238095238095238,0.5259259259259259
voiced,QuantileTransformer,False,lda,1,0.4523809523809524,0.4703703703703703,0.5714285714285714,0.5925925925925926
voiced,QuantileTransformer,False,qda,1,0.5,0.5666666666666667,0.5238095238095238,0.5851851851851853
voiced,QuantileTransformer,False,dt,1,0.6190476190476191,0.5555555555555556,0.7142857142857143,0.6296296296296297
voiced,QuantileTransformer,False,rf,1,0.6666666666666666,0.5481481481481482,0.6666666666666666,0.5481481481481482
voiced,QuantileTransformer,False,adaboost,1,0.6190476190476191,0.5259259259259259,0.6190476190476191,0.5259259259259259
voiced,QuantileTransformer,False,mlp,1,0.5476190476190477,0.48518518518518516,0.5476190476190477,0.48518518518518516
svd,QuantileTransformer,True,svm,2,0.8048780487804879,0.7959183673469388,0.801829268292683,0.7933673469387755
svd,QuantileTransformer,True,knn,2,0.7195121951219512,0.7108843537414966,0.7195121951219512,0.7121212121212122
svd,QuantileTransformer,True,gaussianNB,2,0.6371951219512195,0.6655071119356833,0.6371951219512195,0.6642702535559678
svd,QuantileTransformer,True,lda,2,0.7957317073170732,0.785791589363018,0.7987804878048781,0.7883426097711812
